10108	█❼█ █ ❼ █ ─❼─ 
10109	█❽█ █ ❽ █ ─❽─ 
10110	█❾█ █ ❾ █ ─❾─ 
10111	█❿█ █ ❿ █ ─❿─ 
11381	█Ⱶ█ █ Ⱶ █ ─Ⱶ─ 
11382	█ⱶ█ █ ⱶ █ ─ⱶ─ 
42775	█ꜗ█ █ ꜗ █ ─ꜗ─ 
42776	█ꜘ█ █ ꜘ █ ─ꜘ─ 
42777	█ꜙ█ █ ꜙ █ ─ꜙ─ 
42778	█ꜚ█ █ ꜚ █ ─ꜚ─ 
42779	█ꜛ█ █ ꜛ █ ─ꜛ─ 
42780	█ꜜ█ █ ꜜ █ ─ꜜ─ 
42888	█ꞈ█ █ ꞈ █ ─ꞈ─ 
42889	█꞉█ █ ꞉ █ ─꞉─ 
42890	█꞊█ █ ꞊ █ ─꞊─ 
42891	█Ꞌ█ █ Ꞌ █ ─Ꞌ─ 
42892	█ꞌ█ █ ꞌ █ ─ꞌ─
